Variable,Measure,COU,Country,Year,Value
Diseases of the respiratory system,Number of total deaths,GBR,United Kingdom,2015,85445
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1993,21022
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1994,21260
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1995,22181
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1996,22875
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1997,23296
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1998,24113
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,1999,25005
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2001,27067
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2002,27900
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2003,28786
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2004,28736
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2005,29001
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2006,29642
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2007,29467
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2008,29808
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2009,28933
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2010,29491
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2011,28173
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2012,28073
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2013,27907
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2014,27873
Diseases of the digestive system,Number of total deaths,GBR,United Kingdom,2015,28809
External causes of mortality,Number of total deaths,GBR,United Kingdom,1993,19494
External causes of mortality,Number of total deaths,GBR,United Kingdom,1994,19159
External causes of mortality,Number of total deaths,GBR,United Kingdom,1995,19116
External causes of mortality,Number of total deaths,GBR,United Kingdom,1996,19165
External causes of mortality,Number of total deaths,GBR,United Kingdom,1997,19286
External causes of mortality,Number of total deaths,GBR,United Kingdom,1998,19159
External causes of mortality,Number of total deaths,GBR,United Kingdom,1999,19598
External causes of mortality,Number of total deaths,GBR,United Kingdom,2001,20330
External causes of mortality,Number of total deaths,GBR,United Kingdom,2002,19823
External causes of mortality,Number of total deaths,GBR,United Kingdom,2003,20304
External causes of mortality,Number of total deaths,GBR,United Kingdom,2004,20640
External causes of mortality,Number of total deaths,GBR,United Kingdom,2005,20610
External causes of mortality,Number of total deaths,GBR,United Kingdom,2006,20853
External causes of mortality,Number of total deaths,GBR,United Kingdom,2007,20728
External causes of mortality,Number of total deaths,GBR,United Kingdom,2008,21390
External causes of mortality,Number of total deaths,GBR,United Kingdom,2009,21081
External causes of mortality,Number of total deaths,GBR,United Kingdom,2010,20457
External causes of mortality,Number of total deaths,GBR,United Kingdom,2011,21057
External causes of mortality,Number of total deaths,GBR,United Kingdom,2012,20784
External causes of mortality,Number of total deaths,GBR,United Kingdom,2013,22264
External causes of mortality,Number of total deaths,GBR,United Kingdom,2014,23128
External causes of mortality,Number of total deaths,GBR,United Kingdom,2015,24266
Neoplasms,Number of total deaths,GBR,United Kingdom,1993,161863
Neoplasms,Number of total deaths,GBR,United Kingdom,1994,160812
Neoplasms,Number of total deaths,GBR,United Kingdom,1995,160353
Neoplasms,Number of total deaths,GBR,United Kingdom,1996,158593
Neoplasms,Number of total deaths,GBR,United Kingdom,1997,156344
Neoplasms,Number of total deaths,GBR,United Kingdom,1998,156989
Neoplasms,Number of total deaths,GBR,United Kingdom,1999,154803
Neoplasms,Number of total deaths,GBR,United Kingdom,2001,158786
Neoplasms,Number of total deaths,GBR,United Kingdom,2002,159575
Neoplasms,Number of total deaths,GBR,United Kingdom,2003,158694
Neoplasms,Number of total deaths,GBR,United Kingdom,2004,157231
Neoplasms,Number of total deaths,GBR,United Kingdom,2005,157315
Neoplasms,Number of total deaths,GBR,United Kingdom,2006,158072
Neoplasms,Number of total deaths,GBR,United Kingdom,2007,159617
Neoplasms,Number of total deaths,GBR,United Kingdom,2008,160730
Neoplasms,Number of total deaths,GBR,United Kingdom,2009,159963
Neoplasms,Number of total deaths,GBR,United Kingdom,2010,161159
Neoplasms,Number of total deaths,GBR,United Kingdom,2011,163071
Neoplasms,Number of total deaths,GBR,United Kingdom,2012,165809
Neoplasms,Number of total deaths,GBR,United Kingdom,2013,165842
Neoplasms,Number of total deaths,GBR,United Kingdom,2014,167579
Neoplasms,Number of total deaths,GBR,United Kingdom,2015,168608
All causes of death,Number of total deaths,USA,United States,1993,2268553
All causes of death,Number of total deaths,USA,United States,1994,2278994
All causes of death,Number of total deaths,USA,United States,1995,2312132
All causes of death,Number of total deaths,USA,United States,1996,2314690
All causes of death,Number of total deaths,USA,United States,1997,2314245
All causes of death,Number of total deaths,USA,United States,1998,2337256
All causes of death,Number of total deaths,USA,United States,1999,2391399
All causes of death,Number of total deaths,USA,United States,2000,2403351
All causes of death,Number of total deaths,USA,United States,2001,2416425
All causes of death,Number of total deaths,USA,United States,2002,2443387
All causes of death,Number of total deaths,USA,United States,2003,2448288
All causes of death,Number of total deaths,USA,United States,2004,2397615
All causes of death,Number of total deaths,USA,United States,2005,2448017
All causes of death,Number of total deaths,USA,United States,2006,2426299
All causes of death,Number of total deaths,USA,United States,2007,2423895
All causes of death,Number of total deaths,USA,United States,2008,2471984
All causes of death,Number of total deaths,USA,United States,2009,2437942
All causes of death,Number of total deaths,USA,United States,2010,2469288
All causes of death,Number of total deaths,USA,United States,2011,2515458
All causes of death,Number of total deaths,USA,United States,2012,2543279
All causes of death,Number of total deaths,USA,United States,2013,2596993
All causes of death,Number of total deaths,USA,United States,2014,2626418
All causes of death,Number of total deaths,USA,United States,2015,2712630
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1993,70143
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1994,75300
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1995,77128
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1996,65791
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1997,52371
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1998,51252
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,1999,59984
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2000,59007
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2001,60336
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2002,63981
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2003,64660
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2004,64618
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2005,66507
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2006,66993
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2007,66856
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2008,68432
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2009,69571
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2010,67592
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2011,68818
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2012,68409
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2013,70601
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2014,70413
Certain infectious and parasitic diseases,Number of total deaths,USA,United States,2015,72090
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1993,9709
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1994,9712
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1995,10197
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1996,10013
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1997,10251
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1998,10637
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,1999,9067
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2000,9315
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2001,9535
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2002,9661
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2003,9584
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2004,9423
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2005,9590
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2006,8834
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2007,9745
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2008,9873
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2009,9646
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2010,9718
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2011,10107
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2012,10415
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2013,10166
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2014,10688
Diseases of the blood and blood-forming organs,Number of total deaths,USA,United States,2015,10645
Diabetes mellitus,Number of total deaths,USA,United States,1993,53894
Diabetes mellitus,Number of total deaths,USA,United States,1994,56692
Diabetes mellitus,Number of total deaths,USA,United States,1995,59254
Diabetes mellitus,Number of total deaths,USA,United States,1996,61767
Diabetes mellitus,Number of total deaths,USA,United States,1997,62636
Diabetes mellitus,Number of total deaths,USA,United States,1998,64751
Diabetes mellitus,Number of total deaths,USA,United States,1999,68399
Diabetes mellitus,Number of total deaths,USA,United States,2000,69301
Diabetes mellitus,Number of total deaths,USA,United States,2001,71372
Diabetes mellitus,Number of total deaths,USA,United States,2002,73249
Diabetes mellitus,Number of total deaths,USA,United States,2003,74219
Diabetes mellitus,Number of total deaths,USA,United States,2004,73138
Diabetes mellitus,Number of total deaths,USA,United States,2005,75119
Diabetes mellitus,Number of total deaths,USA,United States,2006,72451
Diabetes mellitus,Number of total deaths,USA,United States,2007,71390
Diabetes mellitus,Number of total deaths,USA,United States,2008,70553
Diabetes mellitus,Number of total deaths,USA,United States,2009,68771
Diabetes mellitus,Number of total deaths,USA,United States,2010,69128
Diabetes mellitus,Number of total deaths,USA,United States,2011,73831
Diabetes mellitus,Number of total deaths,USA,United States,2012,73932
Diabetes mellitus,Number of total deaths,USA,United States,2013,75578
Diabetes mellitus,Number of total deaths,USA,United States,2014,76488
Diabetes mellitus,Number of total deaths,USA,United States,2015,79535
Mental and behavioural disorders,Number of total deaths,USA,United States,1993,33516
Mental and behavioural disorders,Number of total deaths,USA,United States,1994,37003
Mental and behavioural disorders,Number of total deaths,USA,United States,1995,40718
Mental and behavioural disorders,Number of total deaths,USA,United States,1996,44010
Mental and behavioural disorders,Number of total deaths,USA,United States,1997,47481
Mental and behavioural disorders,Number of total deaths,USA,United States,1998,52819
Mental and behavioural disorders,Number of total deaths,USA,United States,1999,42128
Mental and behavioural disorders,Number of total deaths,USA,United States,2000,46015
Mental and behavioural disorders,Number of total deaths,USA,United States,2001,50811
Mental and behavioural disorders,Number of total deaths,USA,United States,2002,55788
Mental and behavioural disorders,Number of total deaths,USA,United States,2003,60058
Mental and behavioural disorders,Number of total deaths,USA,United States,2004,61524
Mental and behavioural disorders,Number of total deaths,USA,United States,2005,71466
Mental and behavioural disorders,Number of total deaths,USA,United States,2006,91035
Mental and behavioural disorders,Number of total deaths,USA,United States,2007,90279
Mental and behavioural disorders,Number of total deaths,USA,United States,2008,104617
Mental and behavioural disorders,Number of total deaths,USA,United States,2009,106243
Mental and behavioural disorders,Number of total deaths,USA,United States,2010,120824
Mental and behavioural disorders,Number of total deaths,USA,United States,2011,135949
Mental and behavioural disorders,Number of total deaths,USA,United States,2012,147917
Mental and behavioural disorders,Number of total deaths,USA,United States,2013,156415
Mental and behavioural disorders,Number of total deaths,USA,United States,2014,151048
Mental and behavioural disorders,Number of total deaths,USA,United States,2015,136656
Diseases of the nervous system,Number of total deaths,USA,United States,1993,45004
Diseases of the nervous system,Number of total deaths,USA,United States,1994,47900
Diseases of the nervous system,Number of total deaths,USA,United States,1995,51240
Diseases of the nervous system,Number of total deaths,USA,United States,1996,53821
Diseases of the nervous system,Number of total deaths,USA,United States,1997,56245
Diseases of the nervous system,Number of total deaths,USA,United States,1998,57762
Diseases of the nervous system,Number of total deaths,USA,United States,1999,84195
Diseases of the nervous system,Number of total deaths,USA,United States,2000,91140
Diseases of the nervous system,Number of total deaths,USA,United States,2001,96636
Diseases of the nervous system,Number of total deaths,USA,United States,2002,103173
Diseases of the nervous system,Number of total deaths,USA,United States,2003,109750
Diseases of the nervous system,Number of total deaths,USA,United States,2004,111855
Diseases of the nervous system,Number of total deaths,USA,United States,2005,120813
Diseases of the nervous system,Number of total deaths,USA,United States,2006,123078
Diseases of the nervous system,Number of total deaths,USA,United States,2007,127111
Diseases of the nervous system,Number of total deaths,USA,United States,2008,136738
Diseases of the nervous system,Number of total deaths,USA,United States,2009,134284
Diseases of the nervous system,Number of total deaths,USA,United States,2010,141232
Diseases of the nervous system,Number of total deaths,USA,United States,2011,145046
Diseases of the nervous system,Number of total deaths,USA,United States,2012,146311
Diseases of the nervous system,Number of total deaths,USA,United States,2013,151898
Diseases of the nervous system,Number of total deaths,USA,United States,2014,165524
Diseases of the nervous system,Number of total deaths,USA,United States,2015,190638
Diseases of the circulatory system,Number of total deaths,USA,United States,1993,952210
Diseases of the circulatory system,Number of total deaths,USA,United States,1994,944775
Diseases of the circulatory system,Number of total deaths,USA,United States,1995,955591
Diseases of the circulatory system,Number of total deaths,USA,United States,1996,954407
Diseases of the circulatory system,Number of total deaths,USA,United States,1997,948412
Diseases of the circulatory system,Number of total deaths,USA,United States,1998,944962
Diseases of the circulatory system,Number of total deaths,USA,United States,1999,954337
Diseases of the circulatory system,Number of total deaths,USA,United States,2000,941524
Diseases of the circulatory system,Number of total deaths,USA,United States,2001,926999
Diseases of the circulatory system,Number of total deaths,USA,United States,2002,923339
Diseases of the circulatory system,Number of total deaths,USA,United States,2003,907177
Diseases of the circulatory system,Number of total deaths,USA,United States,2004,865862
Diseases of the circulatory system,Number of total deaths,USA,United States,2005,860842
Diseases of the circulatory system,Number of total deaths,USA,United States,2006,827756
Diseases of the circulatory system,Number of total deaths,USA,United States,2007,810321
Diseases of the circulatory system,Number of total deaths,USA,United States,2008,808525
Diseases of the circulatory system,Number of total deaths,USA,United States,2009,784950
Diseases of the circulatory system,Number of total deaths,USA,United States,2010,784684
Diseases of the circulatory system,Number of total deaths,USA,United States,2011,783475
Diseases of the circulatory system,Number of total deaths,USA,United States,2012,787431
Diseases of the circulatory system,Number of total deaths,USA,United States,2013,800918
Diseases of the circulatory system,Number of total deaths,USA,United States,2014,807760
Diseases of the circulatory system,Number of total deaths,USA,United States,2015,836526
Diseases of the respiratory system,Number of total deaths,USA,United States,1993,212020
Diseases of the respiratory system,Number of total deaths,USA,United States,1994,211523
Diseases of the respiratory system,Number of total deaths,USA,United States,1995,215081
Diseases of the respiratory system,Number of total deaths,USA,United States,1996,220368
Diseases of the respiratory system,Number of total deaths,USA,United States,1997,227942
Diseases of the respiratory system,Number of total deaths,USA,United States,1998,238999
Diseases of the respiratory system,Number of total deaths,USA,United States,1999,229863
Diseases of the respiratory system,Number of total deaths,USA,United States,2000,231079
Diseases of the respiratory system,Number of total deaths,USA,United States,2001,230009
Diseases of the respiratory system,Number of total deaths,USA,United States,2002,234629
Diseases of the respiratory system,Number of total deaths,USA,United States,2003,235924
Diseases of the respiratory system,Number of total deaths,USA,United States,2004,227085
Diseases of the respiratory system,Number of total deaths,USA,United States,2005,239674
Diseases of the respiratory system,Number of total deaths,USA,United States,2006,226662
Diseases of the respiratory system,Number of total deaths,USA,United States,2007,227320
Diseases of the respiratory system,Number of total deaths,USA,United States,2008,245099
Diseases of the respiratory system,Number of total deaths,USA,United States,2009,238684
Diseases of the respiratory system,Number of total deaths,USA,United States,2010,237467
Diseases of the respiratory system,Number of total deaths,USA,United States,2011,248742
Diseases of the respiratory system,Number of total deaths,USA,United States,2012,246311
Diseases of the respiratory system,Number of total deaths,USA,United States,2013,261071
Diseases of the respiratory system,Number of total deaths,USA,United States,2014,258333
Diseases of the respiratory system,Number of total deaths,USA,United States,2015,271229
Diseases of the digestive system,Number of total deaths,USA,United States,1993,76746
Diseases of the digestive system,Number of total deaths,USA,United States,1994,77432
Diseases of the digestive system,Number of total deaths,USA,United States,1995,76861
Diseases of the digestive system,Number of total deaths,USA,United States,1996,77429
Diseases of the digestive system,Number of total deaths,USA,United States,1997,79069
Diseases of the digestive system,Number of total deaths,USA,United States,1998,79357
Diseases of the digestive system,Number of total deaths,USA,United States,1999,82876
Diseases of the digestive system,Number of total deaths,USA,United States,2000,84015
Diseases of the digestive system,Number of total deaths,USA,United States,2001,85833
Diseases of the digestive system,Number of total deaths,USA,United States,2002,86710
Diseases of the digestive system,Number of total deaths,USA,United States,2003,87741
Diseases of the digestive system,Number of total deaths,USA,United States,2004,86305
Diseases of the digestive system,Number of total deaths,USA,United States,2005,87366
Diseases of the digestive system,Number of total deaths,USA,United States,2006,87609
Diseases of the digestive system,Number of total deaths,USA,United States,2007,89159
Diseases of the digestive system,Number of total deaths,USA,United States,2008,91097
Diseases of the digestive system,Number of total deaths,USA,United States,2009,89454
Diseases of the digestive system,Number of total deaths,USA,United States,2010,91351
Diseases of the digestive system,Number of total deaths,USA,United States,2011,94096
Diseases of the digestive system,Number of total deaths,USA,United States,2012,95284
Diseases of the digestive system,Number of total deaths,USA,United States,2013,98383
Diseases of the digestive system,Number of total deaths,USA,United States,2014,100989
Diseases of the digestive system,Number of total deaths,USA,United States,2015,104644
External causes of mortality,Number of total deaths,USA,United States,1993,151061
External causes of mortality,Number of total deaths,USA,United States,1994,150940
External causes of mortality,Number of total deaths,USA,United States,1995,150809
External causes of mortality,Number of total deaths,USA,United States,1996,150298
External causes of mortality,Number of total deaths,USA,United States,1997,149691
External causes of mortality,Number of total deaths,USA,United States,1998,150445
External causes of mortality,Number of total deaths,USA,United States,1999,151109
External causes of mortality,Number of total deaths,USA,United States,2000,151268
External causes of mortality,Number of total deaths,USA,United States,2001,160099
External causes of mortality,Number of total deaths,USA,United States,2002,164112
External causes of mortality,Number of total deaths,USA,United States,2003,166857
External causes of mortality,Number of total deaths,USA,United States,2004,170067
External causes of mortality,Number of total deaths,USA,United States,2005,176406
External causes of mortality,Number of total deaths,USA,United States,2006,182314
External causes of mortality,Number of total deaths,USA,United States,2007,185125
External causes of mortality,Number of total deaths,USA,United States,2008,183816
External causes of mortality,Number of total deaths,USA,United States,2009,180171
External causes of mortality,Number of total deaths,USA,United States,2010,183636
External causes of mortality,Number of total deaths,USA,United States,2011,190048
External causes of mortality,Number of total deaths,USA,United States,2012,192988
External causes of mortality,Number of total deaths,USA,United States,2013,195710
External causes of mortality,Number of total deaths,USA,United States,2014,202296
External causes of mortality,Number of total deaths,USA,United States,2015,216689
Neoplasms,Number of total deaths,USA,United States,1993,537345
Neoplasms,Number of total deaths,USA,United States,1994,541827
Neoplasms,Number of total deaths,USA,United States,1995,546214
Neoplasms,Number of total deaths,USA,United States,1996,547180
Neoplasms,Number of total deaths,USA,United States,1997,547236
Neoplasms,Number of total deaths,USA,United States,1998,549465
Neoplasms,Number of total deaths,USA,United States,1999,563065
Neoplasms,Number of total deaths,USA,United States,2000,566637
Neoplasms,Number of total deaths,USA,United States,2001,567444
Neoplasms,Number of total deaths,USA,United States,2002,570570
Neoplasms,Number of total deaths,USA,United States,2003,570465
Neoplasms,Number of total deaths,USA,United States,2004,567468
Neoplasms,Number of total deaths,USA,United States,2005,573022
Neoplasms,Number of total deaths,USA,United States,2006,574018
Neoplasms,Number of total deaths,USA,United States,2007,577098
Neoplasms,Number of total deaths,USA,United States,2008,579939
Neoplasms,Number of total deaths,USA,United States,2009,582324
Neoplasms,Number of total deaths,USA,United States,2010,589823
Neoplasms,Number of total deaths,USA,United States,2011,591739
Neoplasms,Number of total deaths,USA,United States,2012,597738
Neoplasms,Number of total deaths,USA,United States,2013,600163
Neoplasms,Number of total deaths,USA,United States,2014,607794
Neoplasms,Number of total deaths,USA,United States,2015,612261
All causes of death,Number of total deaths,BRA,Brazil,1993,876145
All causes of death,Number of total deaths,BRA,Brazil,1994,884879
All causes of death,Number of total deaths,BRA,Brazil,1995,890258
All causes of death,Number of total deaths,BRA,Brazil,1996,906570
All causes of death,Number of total deaths,BRA,Brazil,1997,902266
All causes of death,Number of total deaths,BRA,Brazil,1998,927476
All causes of death,Number of total deaths,BRA,Brazil,1999,937521
All causes of death,Number of total deaths,BRA,Brazil,2000,945439
All causes of death,Number of total deaths,BRA,Brazil,2001,960735
All causes of death,Number of total deaths,BRA,Brazil,2002,982126
All causes of death,Number of total deaths,BRA,Brazil,2003,1001497
All causes of death,Number of total deaths,BRA,Brazil,2004,1023372
All causes of death,Number of total deaths,BRA,Brazil,2005,1006375
All causes of death,Number of total deaths,BRA,Brazil,2006,1031220
All causes of death,Number of total deaths,BRA,Brazil,2007,1047309
All causes of death,Number of total deaths,BRA,Brazil,2008,1074686
All causes of death,Number of total deaths,BRA,Brazil,2009,1102614
All causes of death,Number of total deaths,BRA,Brazil,2010,1136514
All causes of death,Number of total deaths,BRA,Brazil,2011,1169966
All causes of death,Number of total deaths,BRA,Brazil,2012,1180628
All causes of death,Number of total deaths,BRA,Brazil,2013,1209863
All causes of death,Number of total deaths,BRA,Brazil,2014,1226284
All causes of death,Number of total deaths,BRA,Brazil,2015,1263500
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1993,41641
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1994,42078
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1995,38486
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1996,52396
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1997,47861
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1998,48635
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,1999,46440
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2000,44465
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2001,44934
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2002,45090
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2003,46470
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2004,46049
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2005,46600
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2006,46500
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2007,45937
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2008,47220
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2009,47003
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2010,48814
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2011,49162
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2012,49597
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2013,52044
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2014,52146
Certain infectious and parasitic diseases,Number of total deaths,BRA,Brazil,2015,55014
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1993,3107
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1994,3197
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1995,3197
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1996,3807
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1997,3932
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1998,4160
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,1999,4656
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2000,4796
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2001,5239
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2002,5213
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2003,5348
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2004,4977
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2005,4993
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2006,5496
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2007,5718
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2008,5837
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2009,6011
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2010,6270
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2011,6332
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2012,6341
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2013,6368
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2014,6094
Diseases of the blood and blood-forming organs,Number of total deaths,BRA,Brazil,2015,6490
Diabetes mellitus,Number of total deaths,BRA,Brazil,1993,21376
Diabetes mellitus,Number of total deaths,BRA,Brazil,1994,22375
Diabetes mellitus,Number of total deaths,BRA,Brazil,1995,23954
Diabetes mellitus,Number of total deaths,BRA,Brazil,1996,26256
Diabetes mellitus,Number of total deaths,BRA,Brazil,1997,27497
Diabetes mellitus,Number of total deaths,BRA,Brazil,1998,28284
Diabetes mellitus,Number of total deaths,BRA,Brazil,1999,31616
Diabetes mellitus,Number of total deaths,BRA,Brazil,2000,35269
Diabetes mellitus,Number of total deaths,BRA,Brazil,2001,35059
Diabetes mellitus,Number of total deaths,BRA,Brazil,2002,36620
Diabetes mellitus,Number of total deaths,BRA,Brazil,2003,37484
Diabetes mellitus,Number of total deaths,BRA,Brazil,2004,39242
Diabetes mellitus,Number of total deaths,BRA,Brazil,2005,40311
Diabetes mellitus,Number of total deaths,BRA,Brazil,2006,45043
Diabetes mellitus,Number of total deaths,BRA,Brazil,2007,47714
Diabetes mellitus,Number of total deaths,BRA,Brazil,2008,50189
Diabetes mellitus,Number of total deaths,BRA,Brazil,2009,52102
Diabetes mellitus,Number of total deaths,BRA,Brazil,2010,54874
Diabetes mellitus,Number of total deaths,BRA,Brazil,2011,57873
Diabetes mellitus,Number of total deaths,BRA,Brazil,2012,56754
Diabetes mellitus,Number of total deaths,BRA,Brazil,2013,58014
Diabetes mellitus,Number of total deaths,BRA,Brazil,2014,57863
Diabetes mellitus,Number of total deaths,BRA,Brazil,2015,59636
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1993,4364
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1994,4555
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1995,4775
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1996,4698
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1997,4983
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1998,5461
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,1999,5828
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2000,6133
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2001,6655
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2002,7010
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2003,7355
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2004,8155
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2005,8926
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2006,9937
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2007,10637
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2008,11412
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2009,11528
